SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34493637,-68.2169342,6/29/2012,3477,2012,,0.05,14.15,9.73,94.7,6.33,20,0.4,0.547,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34483337,-68.21696472,6/29/2012,3477,2012,,0.05,14.16,9.3,90.5,6.26,20,0.4,0.547,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34475327,-68.21699524,7/17/2012,3490,2012,,0.08,15.4,6.02,60.2,5.65,28,0.1,0.487,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34471893,-68.21692657,8/8/2012,3530,2012,,-0.14,16.94,4.61,47.7,5.45,31,0.06,0.002,6.17,131.00,4,0.88,2,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,105,29
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34471893,-68.21692657,8/8/2012,3530,2012,,-0.14,16.94,4.61,47.7,5.45,31,0.06,0.002,6.21,134.00,3,0.86,2.1,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,101,26
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34481812,-68.21699524,9/4/2012,3536,2012,,0.06,15.53,7.31,73.3,5.91,27,0.48,0.002,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.34484482,-68.21705627,10/11/2012,3559,2012,,-0.10,11.57,10.72,98.6,6.02,22,0.08,2.7,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,5/21/2013,3618,2013,,0.11,9.19,11.09,96.3,6.43,26,0.11,0.57,6.35,33.10,7,1.83,<MRL 1,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,120,49
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,6/14/2013,3640,2013,,0.15,11.55,10.25,94.1,6.6,19,0.09,0.317,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,7/11/2013,3656,2013,,0.15,16.64,8.26,84.9,6.28,26,0.08,0.01,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,8/13/2013,3694,2013,,0.12,16.6,8.75,89.8,6.3,22,0.06,0.054,6.56,78.50,4,1.77,1.1,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,64,32
NETNStreams,ACAD,ACCADS,Cadillac Stream,0,0,9/12/2013,3706,2013,,0.12,17.15,8.75,90.8,5.28,22,0.2,0.112,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,10/30/2013,3734,2013,,0.07,7.01,10.24,84.4,6.87,25,0,0.09,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3449,-68.2171,5/15/2014,230,2014,,0.16,9.42,10.98,96,6.6,25,0,0.06,6.47,47.50,3,1.25,<MRL 1,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,97,48
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3449,-68.2171,6/13/2014,242,2014,,0.15,10.75,10.13,91.3,7.04,28,0.13,0.01,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3449,-68.2169,7/9/2014,246,2014,,0.14,15.77,8.82,88.9,6.65,25,0.03,0.03,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3447,-68.2171,8/6/2014,258,2014,,0.12,14.85,6.51,64.4,6.17,30,0.07,0.002,6.18,109.67,4,0.9,2.1,0.059,<MRL,<MRL 0.001,0.014,<MRL 1,85,32
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3449,-68.217,9/11/2014,275,2014,,0.07,12.28,3.07,28.6,5.49,35,0.04,0.001,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,10/15/2014,284,2014,,0.05,12.71,2.77,26.2,5.43,42,0.26,0.002,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.2171,5/12/2015,5011,2015,,0.12,11.54,9.86,90.6,5.61,25,0.09,0.03,6.314,44.91,1,1,<MRL 1,0.047,<MRL,<MRL 0.001,<MRL 0.005,<MRL 1,111.161571428571,37.8773958333333
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3449,-68.217,6/9/2015,5021,2015,,0.18,10.56,9.88,88.7,6.02,26,0.21,0.03,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3447,-68.217,7/7/2015,5025,2015,,0.06,14.59,8.35,82.1,5.11,26,0.03,0.01,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.2171,8/11/2015,4913,2015,,0.18,14.44,2.08,20.3,5.29,33,0.12,0.001,5.953,150.31,1.159,0.69,1.4,0.03,<MRL,<MRL 0.001,0.013,<MRL 1,94,25.3
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.2171,8/11/2015,4913,2015,,0.18,14.44,2.08,20.3,5.29,33,0.12,0.001,6.027,158.58,4.487,0.74,1.3,0.027,<MRL,<MRL 0.001,<MRL 0.010,<MRL 1,101,24.2
NETNStreams,ACAD,ACCADS,Cadillac Stream,0,0,9/2/2015,4916,2015,,0.13,15.99,2.78,28.1,4.98,34,0.15,0.001,,,,,,,,,,,,
NETNStreams,ACAD,ACCADS,Cadillac Stream,44.3448,-68.217,10/8/2015,4932,2015,,0.08,10.96,9.52,86.2,6.15,28,0.05,0.09,,,,,,,,,,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,0,0,5/8/2007,81,2007,,0.47,11.1,11.4,103.6,6.1,35,,6.95,6.53,45.10,9,,3.5,<MRL 0.1,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,0,0,6/7/2007,98,2007,,0.29,15.13,10.21,101.5,5.86,33,,5.32,,,,,,,,,,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,0,0,7/25/2007,104,2007,,0.24,25.96,7.9,97.3,6.49,36,,0.269,,,,,,,,,,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,44.37627,-68.245697,8/9/2007,119,2007,,0.07,23.28,8.22,96.4,6.33,30,,0.253,6.74,60.10,6,,1.8,<MRL 0.1,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,0,0,9/13/2007,131,2007,,-0.08,20.78,8.83,98.6,6.58,37,,0.147,,,,,,,,,,,,
NETNStreams,ACAD,ACEGLO,Duck bk- Outlet of Eagle Lake,0,0,10/10/2007,142,2007,,0.11,15.82,9.46,95.4,,39,,0.124,6.89,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,0,0,5/11/2009,3086,2009,,0.32,10.86,11.09,100.3,6.6,36,,12.9,6.57,49.40,12,,2.6,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3778,-68.245003,6/8/2009,3100,2009,,-0.03,16.72,9.44,97.1,6.53,38,,2.06,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377575,-68.245094,7/13/2009,3111,2009,,0.13,20.52,8.54,94.9,6.52,34,,5.95,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377655,-68.245117,8/4/2009,3115,2009,,0.12,24.78,8.05,97,6.56,34,,12.3,6.67,54.40,11,,3.7,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377705,-68.245163,9/9/2009,3130,2009,,0.13,20.73,8.5,94.9,6.46,23,,1.73,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377586,-68.245132,5/25/2011,3357,2011,,0.15,11.74,10.93,100.8,6.24,33,,11.6,6.58,54.80,10,,3.2,0.109,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377628,-68.245201,6/9/2011,3369,2011,,0.22,20.27,8.78,97.1,6.55,34,,1.76,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377468,-68.244736,7/13/2011,3378,2011,,0.02,23.05,7.65,89.3,6.35,35,,0.45,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377598,-68.245087,7/22/2011,3384,2011,,0.16,24.66,7.27,87.5,6.38,36,,0.303,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,0,0,8/1/2011,3420,2011,,-0.05,23.33,7.71,90.5,6.45,35,,0.324,6.69,72.00,5,,3.7,0.114,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,0,0,9/1/2011,3431,2011,,-0.01,19.57,8.04,87.7,6.36,40,,0.292,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.377655,-68.245125,10/5/2011,3446,2011,,0.03,17.09,8.87,92,6.2,36,,2.882,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3778,-68.2452,5/8/2013,3597,2013,,0.06,16.11,9.92,100.7,6.71,34,0.06,3.817,6.73,61.60,4,1.85,2.9,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,165,47
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3777,-68.245,6/17/2013,3641,2013,,0.16,18,9.29,98.2,6.75,33,0.13,15.011,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3778,68.5667,7/17/2013,3661,2013,,0.13,25.72,7.72,94.6,6.61,35,0.65,2.997,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3776,68.2453,8/12/2013,3693,2013,,0.39,22.59,8.41,97.3,6.75,34,0.13,15.614,6.76,63.30,9,1.88,2.4,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,150,45
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3778,-68.2451,9/12/2013,3705,2013,,0.10,21.26,8.63,97.2,5.83,33,0.47,5.14,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3776,-68.2452,10/21/2013,3727,2013,,0.20,14.24,9.44,92.1,6.59,34,-0.13,0.792,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3776,-68.2451,5/6/2015,5005,2015,,0.16,10.79,11.32,102.2,6.45,31,0.36,9.69,6.55,57.94,12,1.4,3,0.102,0.016,<MRL 0.001,0.023,1.14920634920635,156.495428571429,36.65875
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3776,-68.2451,6/8/2015,5020,2015,,0.25,14.49,10.03,98.4,6.15,31,0.47,9.4,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3777,-68.2452,7/7/2015,5026,2015,,0.35,23.47,8.29,97.5,6.27,32,0.31,7.093,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3777,-68.245,8/4/2015,4905,2015,,0.22,24.07,7.9,94,6.35,33,0.23,0.804,6.717,67.08,5.629,1.781,3.1,0.092,0.032,<MRL 0.001,0.013,2.3,150.1,36.7
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3777,-68.2452,9/8/2015,4918,2015,,0.20,23.79,8.18,96.8,6.61,33,0.16,0.373,,,,,,,,,,,,
NETNStreams,ACAD,ACDUCK,Duck Brook- North of Rt. 233,44.3775,-68.2452,10/6/2015,4929,2015,,0.19,16.65,8.99,92.3,6.51,36,0.13,0.401,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,5/7/2007,85,2007,,0.46,8.67,11.63,99.8,5.01,28,,0.223,4.96,-0.10,26,,3.8,<MRL 0.1,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,6/15/2007,96,2007,,0.17,13.02,10.2,96.8,5.34,27,,0.04,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,7/26/2007,105,2007,,0.25,14.87,3.7,36.6,4.94,34,,0.001,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,7/26/2007,105,2007,,0.26,15.12,4.31,42.8,4.83,33,,0.001,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,9/17/2007,128,2007,,0.32,10.75,10.11,91.1,4.84,46,,0.0068,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,10/11/2007,139,2007,,0.22,11,8.14,73.9,,41,,0.000438,5.51,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331276,-68.378098,7/6/2009,3105,2009,,0.21,15.99,9.6,97.2,4.77,26,,0.651,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331268,-68.378212,8/16/2009,3122,2009,,0.32,18.54,8.68,92.7,5.7,28,,0.017,5.86,33.50,82,,9.8,0.235,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331326,-68.378326,9/16/2009,3134,2009,,0.13,12.56,10.2,95.9,6.05,26,,0.019,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331207,-68.37854,10/1/2009,3135,2009,,0.09,11.25,10.78,98.4,5.85,26,,0.103,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331264,-68.37825,5/24/2011,3352,2011,,0.11,10.08,10.97,97.4,5.12,25,,0.524,5,3.30,50,,3.5,0.144,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,6/7/2011,3366,2011,,0.10,13.32,10.35,99,5.75,27,,0.074,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.331306,-68.378273,7/6/2011,3375,2011,,0.04,18,7.7,81.4,5.84,30,,0.004,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,8/8/2011,3428,2011,,-0.08,16.46,8.86,90.7,5.8,35,,0.082,6.07,35.60,43,,6.9,0.171,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,9/15/2011,3440,2011,,-0.12,16.21,8.68,88.4,6,34,,0.003,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,0,0,10/3/2011,3443,2011,,0.03,14.13,10.18,99,4.22,43,,1.97,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3312,-68.3783,5/15/2013,3607,2013,,0.12,8.33,11.53,98.2,5.79,29,0.44,0.148,5.82,17.40,43,5.09,7.6,0.134,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,154,42
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3312,-68.3782,6/10/2013,3633,2013,,0.13,13.54,10.36,99.5,5.09,27,0.09,0.632,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3311,-68.3784,7/16/2013,3659,2013,,0.14,19.85,8.96,98.3,5.98,30,0.73,0.052,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3311,-68.3783,8/5/2013,3685,2013,,0.16,15.62,9.66,97.1,5.53,27,0.19,0.229,5.62,24.00,99,9.47,6.2,0.269,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,124,21
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,-68.3782,9/10/2013,3702,2013,,0.11,14.61,10.07,99,5.05,24,0.41,0.299,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,-68.3782,9/10/2013,3702,2013,,0.12,14.6,10.05,98.8,5.1,24,0.41,0.299,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,-68.3783,10/17/2013,3719,2013,,0.08,11.57,9.97,91.6,6.18,31,0.1,0.067,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,68.5667,10/17/2013,3719,2013,,0.08,11.57,10.05,92.4,6.12,31,0.1,0.067,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3312,-68.3782,5/7/2015,5008,2015,,0.11,10.21,11.07,98.6,5.69,26,0.19,0.119,5.87,17.13,30,2.7,1.3,0.141,0.035,<MRL 0.001,0.037,2.48730158730159,117.143571428571,46.548125
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3312,-68.3782,5/7/2015,5008,2015,,0.11,10.21,11.07,98.6,5.69,26,0.19,0.119,5.923,18.73,33,3.6,2.2,0.14,0.031,<MRL 0.001,0.026,2.22333333333333,117.867285714286,45.5180208333333
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,-68.3783,6/4/2015,5016,2015,,0.13,9.66,11.35,99.7,5.39,25,0.22,0.205,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3311,-68.3782,7/6/2015,5024,2015,,0.13,16.61,9.46,97.1,5.2,25,0.51,0.118,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3312,-68.3783,8/10/2015,4912,2015,,0.25,15.26,8.09,80.7,5.92,31,1.41,,6.228,73.40,76.629,6,14.4,0.184,0.018,0.001,0.018,1.3,126,21.9
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3311,-68.3785,9/9/2015,4921,2015,,0.01,16.52,7.45,76.3,5.59,43,2.7,0,,,,,,,,,,,,
NETNStreams,ACAD,ACDKLI,Duck Pond Brook-inlet to Long Pond,44.3313,-68.3782,10/1/2015,4926,2015,,0.18,13.28,10.15,96.9,4.58,37,0.3,0.596,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,5/8/2007,82,2007,,0.37,15.38,10.92,109.2,6.14,32,,0.854,6.5,51.60,12,,4.4,0.105,,0.001,<MRL 0.02,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,6/11/2007,97,2007,,0.00,18.68,9.3,99.6,5.83,32,,0.956,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,7/30/2007,108,2007,,0.01,24.72,8.44,101.5,6.18,32,,0.043,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,8/16/2007,111,2007,,-0.03,22.21,8.24,94.6,6.15,33,,0.047,6.8,53.90,20,,6.7,0.144,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,8/16/2007,111,2007,,-0.03,22.21,8.24,94.6,6.15,33,,0.047,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,9/19/2007,122,2007,,-0.09,13.46,9.75,93.5,6.37,36,,,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,10/16/2007,135,2007,,0.02,13.23,10.2,97.3,6.66,33,,1.42,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349857,-68.240685,5/11/2009,3085,2009,,0.36,12.22,10.7,99.8,6.43,35,,4.3,6.59,59.50,13,,4.3,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349831,-68.240471,6/1/2009,3092,2009,,0.08,15.18,10.27,102.2,6.67,35,,3.54,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349857,-68.240738,7/6/2009,3103,2009,,0.56,18.43,9.08,96.7,6.35,29,,3.25,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349838,-68.240746,8/11/2009,3119,2009,,0.21,24.42,7.44,89.1,6.15,30,,0.008,6.44,73.20,20,,4.1,0.146,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.350197,-68.240974,9/9/2009,3128,2009,,0.14,19.07,8.79,94.9,6.2,25,,0.568,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349636,-68.240685,10/15/2009,3145,2009,,0.45,11.29,10.35,94.5,6.5,26,,2.39,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,5/25/2011,3360,2011,,-0.03,15.87,10.46,105.7,6.63,29,,3.85,6.64,62.90,11,,4.3,0.144,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,6/13/2011,3370,2011,,-0.02,18.27,9.55,101.5,6.86,31,,0.598,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349876,-68.240768,7/20/2011,3382,2011,,-0.06,25.29,7.56,91.9,6.35,30,,0.011,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.350174,-68.240982,7/20/2011,3382,2011,,-0.02,21.56,7.45,84.5,6.34,30,,0.011,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.350422,-68.241264,7/20/2011,3382,2011,,0.00,20.57,8.14,90.6,6.44,30,,0.011,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,0,0,8/4/2011,3425,2011,,-0.14,18.92,7.37,79.3,6.16,32,,0.01,6.57,81.20,6,,4.6,0.122,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.350586,-68.241074,9/14/2011,3438,2011,,-0.19,20.69,8.51,94.8,6.52,31,,0.275,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.349789,-68.240776,10/5/2011,3447,2011,,-0.03,16.46,9.26,94.7,6.5,31,,8.582,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3498,-68.2407,5/13/2013,3604,2013,,0.40,16.46,10.12,103.6,6.78,30,0.36,0.966,6.71,64.30,13,1.96,3.4,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,162,48
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3498,-68.2408,6/13/2013,3638,2013,,0.32,15.08,9.6,95.4,6.42,30,0.12,13.507,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3496,-68.2406,7/18/2013,3662,2013,,0.09,25.25,8.38,101.8,6.86,32,0.24,0.212,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3499,-68.2407,8/8/2013,3690,2013,,0.34,19.96,8.8,96.7,6.86,32,1.03,0.27,6.71,65.60,17,2.55,3.8,0.117,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,115,48
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3498,-68.2407,9/9/2013,3701,2013,,0.33,18.79,8.74,93.8,6.33,29,0.2,1.186,,,,,,,,,,,,
NETNStreams,ACAD,ACBUBO,Eagle Lake inlet/ Bubble pond outlet,44.3497,-68.2405,10/18/2013,3724,2013,,0.07,14.99,9.77,96.8,6.92,29,0.06,0.3,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),,,5/31/2006,75,2006,,-0.11,11.84,10.57,97.7,6.63,33,,0.06,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,6/28/2006,1,2006,,-0.01,14.98,10.35,102.6,6.48,25,,0.32,,,10,,<MRL 20,0.04,,<MRL 0.002,<MRL 0.01,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,7/26/2006,24,2006,,-0.13,17.21,9.45,98.2,6.15,28,,0.24,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,9/5/2006,27,2006,,-0.13,13.7,10.32,99.5,5.68,27,,0.54,,,18,,3,0.19,,<MRL 0.002,0.008,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,9/13/2006,39,2006,,-0.14,11.98,10.59,98.2,6.26,33,,0.05,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,10/30/2006,73,2006,,-0.15,6.56,11.97,97.6,5.35,34,,0.54,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,5/9/2007,80,2007,,0.16,8.87,11.61,100.1,7.2,25,,0.17,5.98,17.30,7,,1.5,0.149,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),44.331486,-68.279999,6/25/2007,94,2007,,-0.05,15.67,9.22,92.7,6.13,35,,0.01,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,7/24/2007,103,2007,,-0.09,17.88,9.2,96.9,6.21,36,,0.01,,,,,,,,,,,,
NETNStreams,ACAD,ACHADB,Hadlock Brook (Upper Hadlock Pond),0,0,8/14/2007,116,2007,,-0.11,14.8,9.17,90.6,5.42,37,,0.008,6.37,69.30,8,,4.3,<MRL 0.1,,<MRL 0.002,<MRL 0.02,,,
